ZINC_ID	MWT	LogP	Desolv_apolar	Desolv_polar	HBD	HBA	tPSA	Charge	NRB	SMILES
ZINC00000746	226.296	1.07	-1.77	-40.52	5	4	77	1	4	CC(C)(C)[NH2+]C[C@@H](c1cc(cc(c1)O)O)O
ZINC00000748	296.456	3.22	-2.92	-40.02	3	3	46	1	6	CC(C)(C)[NH2+]C[C@H](COc1cccc2c1SCCC2)O
ZINC00000757	166.248	1.54	4.21	-24.05	2	3	31	1	1	CNc1c2c([nH+]n1C)CCCC2
ZINC00000764	204.229	1.00	2.01	-12.03	0	4	42	0	2	CN(C)C1=NC(=O)[C@@H](O1)c2ccccc2
ZINC00000767	259.306	3.28	8.84	-44.43	0	3	57	-1	4	C[C@@H](c1ccc(s1)C(=O)c2ccccc2)C(=O)[O-]
ZINC00000786	193.27	0.19	3.11	-45.34	4	3	57	1	2	Cc1cccc(c1NC(=O)[C@@H](C)[NH3+])C
ZINC00000792	323.46	4.13	8.95	-45.14	2	3	28	1	2	Cc1ccccc1N2CC[NH+](CC2)[C@H]3CCc4cc(ccc4C3)O
ZINC00000803	293.754	2.67	8.83	-7.67	0	5	57	0	5	CC(C)(C)C(=O)[C@@H](n1cncn1)Oc2ccc(cc2)Cl
ZINC00000807	276.4	3.64	3.5	-39.75	1	3	30	1	4	CCC(=O)O[C@@]1(C[C@H]([NH+](C[C@@H]1C)C)C)c2ccccc2
ZINC00000808	299.463	4.85	11.77	-38.68	1	2	9	1	4	C[C@@H](CN1c2ccccc2Sc3c1cccc3)C[NH+](C)C
ZINC00000811	281.308	0.38	3.1	-10.81	0	6	57	0	4	COc1cc(cc(c1OC)OC)C(=O)N2CCOCC2
ZINC00000815	307.39	2.45	7.23	-11.09	0	5	48	0	4	COc1cc(cc(c1OC)OC)C(=O)N2CCCCCCC2
ZINC00000817	295.359	0.59	3.07	-54.43	3	6	73	1	5	COc1cc(cc(c1OC)OC)C(=O)N[C@@H]2CCC[NH2+]C2
ZINC00000828	281.375	4.69	1.77	-51.07	0	2	40	-1	3	C[C@@H](c1ccc(c2c1cccc2)C3CCCCC3)C(=O)[O-]
ZINC00000833	238.307	1.25	4.44	-46.92	2	4	44	1	5	CCOc1ccccc1OC[C@@H]2C[NH2+]CCO2
ZINC00000834	295.406	3.78	0.84	-51.59	1	3	26	1	1	CC[C@]12CCC[NH+]3[C@@H]1c4c(c5ccccc5n4C(=O)C2)CC3
ZINC00000839	285.411	3.07	-1.39	-37.63	3	3	40	1	2	CC[C@]1(CCC[NH+]2[C@@H]1c3c(c4ccccc4[nH]3)CC2)CO
ZINC00000842	349.316	1.49	1.25	-7.05	1	6	76	0	5	C[C@H](c1c(cncn1)F)[C@@](Cn2cncn2)(c3ccc(cc3F)F)O
ZINC00000843	312.35	-1.18	3.29	-49.17	3	9	107	1	6	Cn1c2c(c(=O)n(c1=O)C)n(cn2)C[C@@H](C[NH+](C)CCO)O
ZINC00000844	252.378	3.12	-1.45	-38.83	3	3	46	1	6	Cc1cccc(c1C)OC[C@@H](C[NH2+]C(C)(C)C)O
ZINC00000847	340.423	2.60	7.55	-68.7	3	5	81	0	1	c1ccc2c(c1)c3c([nH]2)[C@@H]4C[C@H]5[C@H](CC[C@H]([C@H]5C(=O)[O-])O)C[NH+]4CC3
ZINC00000848	310.805	2.40	-2.24	-39.56	4	5	68	1	3	COc1cc(c(cc1C(=O)N[C@H]2C[NH+]3CCC2CC3)Cl)N
ZINC00000853	264.389	3.18	6.41	-36.54	2	3	34	1	4	C[NH+](C)C[C@H]1CCCC[C@@]1(c2cccc(c2)OC)O
ZINC00000854	234.363	3.29	6.56	-36.72	2	2	25	1	2	CC[C@]1(CCCC[NH+](C1)C)c2cccc(c2)O
ZINC00000859	194.254	2.12	4.41	-41.72	2	3	35	1	3	C[C@@H](Cc1ccc2c(c1)OCO2)[NH2+]C
ZINC00000860	308.381	3.16	-1.23	-8.69	0	4	43	0	4	COc1ccc(c(c1)OC)/C=C/2\CCCN=C2c3cccnc3
ZINC00000861	332.381	1.22	-4.52	-22.57	2	6	92	0	4	CC(=O)Nc1ccc(cc1)S(=O)(=O)c2ccc(cc2)NC(=O)C
ZINC00000862	305.335	0.05	-6.52	-47.59	3	6	112	-1	5	c1cc(ccc1N)S(=O)(=O)c2ccc(cc2)NCC(=O)[O-]
ZINC00000865	271.272	3.05	5.62	-15.26	2	5	76	0	4	CC(=O)Nc1ccc(cc1)OC(=O)c2ccccc2O
ZINC00000867	258.273	2.53	9.78	-15.18	0	4	53	0	4	Cc1cc(c2ccccc2c1OC(=O)C)OC(=O)C
ZINC00000868	228.298	0.79	3.54	-10.67	1	4	51	0	1	CC(=O)Nc1c-2sscc2n(c1=O)C
ZINC00000869	252.222	0.10	6.08	-20.88	0	6	78	0	6	CC(=O)Oc1cccc(c1OC(=O)C)OC(=O)C
ZINC00000874	319.377	3.10	2.35	-51.53	0	5	75	-1	7	COc1cc(c(cc1C2CCCCC2)C(=O)CCC(=O)[O-])OC
ZINC00000880	198.242	0.46	3.43	-55.14	1	4	69	-1	3	CC(=O)NC1CCC(CC1)CC(=O)[O-]
ZINC00000883	278.315	2.35	-2.48	-11.01	2	5	70	0	1	CC1(c2cc3c(cc2NC1=O)[nH]c(n3)c4ccncc4)C
ZINC00000889	256.305	2.12	5.16	-9.12	2	4	66	0	2	CC(C)/C=c\1/c(=O)[nH]/c(=C/c2ccccc2)/c(=O)[nH]1
ZINC00000903	308.772	2.29	9.04	-11.97	0	4	43	0	1	Cc1nnc2n1-c3ccc(cc3C(=NC2)c4ccccc4)Cl
ZINC00000905	210.285	2.18	11.48	-8.91	0	6	48	0	3	CN(C)c1nc(nc(n1)N(C)C)N(C)C
ZINC00000907	187.206	1.42	7.85	-6.72	3	5	77	0	2	c1ccc(cc1)Nc2ncnc(n2)N
ZINC00000909	254.265	2.21	7.3	-45.51	2	4	83	-1	4	c1ccc(cc1)C(=O)c2cccc(c2N)CC(=O)[O-]
ZINC00000911	307.329	2.79	11.93	-63.95	0	5	75	-1	4	CCn1cc(c(=O)c2c1nc(cc2)Cc3ccccc3)C(=O)[O-]
ZINC00000913	291.332	0.99	-8.66	-17.22	5	6	115	0	3	c1cc(ccc1N)S(=O)(=O)c2ccc(cc2)NC(=O)N
ZINC00000921	195.222	0.08	4.01	-12.09	2	5	70	0	3	CCn1c(=O)cc(n(c1=O)CC=C)N
ZINC00000922	152.129	0.92	0.99	-53.23	3	4	86	-1	1	c1cc(c(cc1N)O)C(=O)[O-]
ZINC00000924	204.229	1.28	-1.19	-9.78	2	4	57	0	2	COc1cc2c(ccnc2cc1OC)N
ZINC00000931	314.796	3.65	8.03	-47.48	2	4	46	1	1	c1ccc2c(c1)N=C(c3cc(ccc3O2)Cl)N4CC[NH2+]CC4
ZINC00000933	186.214	1.19	-0.2	-12.86	2	3	48	0	1	c1ccn(c(=O)c1)c2cccc(c2)N
ZINC00000941	293.374	2.85	11.46	-17.13	0	5	78	0	4	CC(C)(C#N)c1cc(cc(c1)C(C)(C)C#N)Cn2cncn2
ZINC00000950	270.288	2.71	5.27	-16.78	2	5	67	0	4	CNC(=O)Oc1ccccc1C(=O)Nc2ccccc2
ZINC00000953	306.382	0.85	-2.23	-40.06	3	5	71	1	5	C[NH+]1[C@H]2C[C@H](C[C@@H]1[C@@H](C2)O)OC(=O)[C@H](CO)c3ccccc3
ZINC00000954	266.317	1.22	3.11	-48.22	3	5	72	1	5	CC(=O)O[C@@H]1[C@H](C[NH2+][C@@H]1Cc2ccc(cc2)OC)O
ZINC00000955	336.455	4.08	2.35	-47.12	1	3	30	1	7	COc1ccc(cc1)C(=O)CCC[NH+]2CCC(=CC2)c3ccccc3
ZINC00000957	307.353	3.24	1.1	-8.79	0	5	57	0	4	Cc1nc(c(nn1)c2ccc(cc2)OC)c3ccc(cc3)OC
ZINC00000958	229.756	2.48	5.7	-39.85	2	2	29	1	2	c1cc(nc(c1)Cl)SC2CC[NH2+]CC2
ZINC00000969	277.69	2.64	-1.08	-9.39	2	5	69	0	2	c1cc(c(c(c1)Cl)Cn2cnc3c2ncnc3N)F
ZINC00000975	300.145	2.21	8.76	-6	0	5	49	0	3	c1cc(c(cc1Cl)Cl)C2(OCCO2)Cn3cncn3
ZINC00000982	182.247	0.94	1.08	-39.4	3	4	56	1	1	CC[NH+]1CCc2c(oc(n2)N)CC1
ZINC00000984	259.762	2.25	0.41	-9.27	0	4	46	0	5	CCN(CC)C(=O)CSc1ccc(nn1)Cl
ZINC00000987	281.423	3.86	1.79	-39.85	1	2	7	1	4	C[NH+]1CCC(CC1)N(Cc2ccccc2)c3ccccc3
ZINC00000989	308.389	2.06	-3.47	-11.2	4	6	93	0	3	Cc1cc(c2cccnc2c1N(C)C)Cc3cnc(nc3N)N
ZINC00000998	295.406	2.99	8.46	-48.13	3	3	42	1	5	Cc1c(c2cc(ccc2n1Cc3ccccc3)OC)CC[NH3+]
ZINC00001000	281.291	2.72	7.84	-53.77	0	5	67	-1	5	c1ccc(cc1)Cn2c3ccccc3c(n2)OCC(=O)[O-]
ZINC00001001	318.396	4.40	2.22	-41.98	1	3	30	1	4	C[NH+](C)CCOc1cc2c(c3c1cccc3)-c4ccccc4C2=O
ZINC00001002	236.274	3.02	-1.09	-30.37	0	3	34	0	2	c1ccc(cc1)Cn2c-3cccccc3nc2=O
ZINC00001003	313.309	2.61	9.11	-18.99	1	6	82	0	6	CC(=O)Nc1ccc(cc1)OC(=O)c2ccccc2OC(=O)C
ZINC00001012	248.281	4.99	10.95	-8.82	0	2	26	0	3	c1ccc(cc1)C(=O)Oc2ccc3ccccc3c2
ZINC00001015	249.269	3.76	9.13	-14.82	0	3	39	0	3	c1ccc(cc1)C(=O)Oc2cccc3c2nccc3
ZINC00001018	256.237	2.74	5.13	-56.2	2	5	89	-1	3	c1ccc(cc1)C(=O)Nc2ccc(c(c2)O)C(=O)[O-]
ZINC00001019	348.47	3.82	-0.05	-48.02	2	4	42	1	4	C[NH+]1CCC(CC1)n2c(=O)c(c([nH]2)c3ccccc3)Cc4ccccc4
ZINC00001021	212.248	3.70	9.11	-6.44	0	2	26	0	4	c1ccc(cc1)COC(=O)c2ccccc2
ZINC00001022	262.334	1.89	2.06	-10.34	3	4	72	0	4	c1ccc(cc1)CNc2ccc(cc2)S(=O)(=O)N
ZINC00001037	238.371	4.18	3.76	-3.95	0	2	26	0	4	CC(C)CC(=O)O[C@@H]1C[C@H]2CC[C@@]1(C2(C)C)C
ZINC00001050	258.047	2.22	1.64	-52.18	0	4	66	-1	3	CC(=O)Oc1ccc(cc1C(=O)[O-])Br
ZINC00001051	316.158	2.41	-3.46	-8.43	1	4	54	0	1	c1ccnc(c1)C2=NCC(=O)Nc3c2cc(cc3)Br
ZINC00001052	248.463	2.57	3.07	-5.87	1	3	46	0	0	c1c2c(cc(c1Cl)Br)oc(=O)[nH]2
ZINC00001059	229.117	4.08	4.85	-3.04	1	1	20	0	1	Cc1cc(c(cc1Br)C(C)C)O
ZINC00001061	316.98	3.53	3.9	-5.92	1	2	33	0	0	Cc1ccc2c(cc(c(c2n1)O)Br)Br
ZINC00001063	307.1	-1.07	-4.57	-10.39	3	7	105	0	2	c1c(c(=O)[nH]c(=O)n1[C@@H]2C[C@H]([C@@H](O2)CO)O)Br
ZINC00001064	302.953	3.48	3.28	-5.93	1	2	33	0	0	c1cc2c(cc(c(c2nc1)O)Br)Br
ZINC00001070	205.281	1.79	4.46	-39.29	3	3	40	1	3	C[NH+](C)CCc1c[nH]c2c1cc(cc2)O
ZINC00001075	207.273	2.40	4.54	-10.33	1	3	38	0	3	CC(=O)Nc1ccc(cc1)OC(C)(C)C
ZINC00001078	302.394	2.60	2.39	-50.47	5	4	77	1	7	C[C@H](CCc1ccc(cc1)O)[NH2+]C[C@@H](c2ccc(cc2)O)O
ZINC00001080	180.247	3.62	3.71	-4.23	1	2	29	0	2	CC(C)(C)c1cc(ccc1O)OC
ZINC00001081	267.289	-0.15	-3.61	-11.25	1	8	85	0	3	Cn1c2c(nc1N(C)CCO)n(c(=O)n(c2=O)C)C
ZINC00001084	194.194	0.06	4.9	-11.47	0	6	62	0	0	Cn1cnc2c1c(=O)n(c(=O)n2C)C
ZINC00001086	198.218	1.35	4.78	-113.41	0	4	80	-2	2	CC1([C@H](CC[C@@]1(C)C(=O)[O-])C(=O)[O-])C
ZINC00001087	348.358	2.03	6.74	-12.85	1	6	81	0	1	CC[C@]1(c2cc-3n(c(=O)c2COC1=O)Cc4c3nc5ccccc5c4)O
ZINC00001090	201.225	2.48	4.85	-10.83	1	3	38	0	2	CNC(=O)Oc1cccc2c1cccc2
ZINC00001098	162.124	1.19	-1.64	-47.48	0	4	66	-1	0	c1ccc2c(c1)c(nc(=O)o2)[O-]
ZINC00001099	200.195	0.54	0.02	-49.28	2	5	100	-1	2	c1cc(ccc1C(=O)[O-])S(=O)(=O)N
ZINC00001100	152.217	0.33	1.32	-41.72	4	2	48	1	2	C[C@@H]([C@H](c1ccccc1)O)[NH3+]
ZINC00001101	150.201	0.67	2.92	-43.88	3	2	45	1	2	C[C@@H](C(=O)c1ccccc1)[NH3+]
ZINC00001102	230.263	2.16	7.72	-11.64	0	3	36	0	3	COC1=CC(=O)O[C@@H](C1)/C=C/c2ccccc2
ZINC00001106	211.224	1.60	5.56	-11.56	2	4	61	0	0	c1ccc2cc3c(cc2c1)c(=O)n(cn3)N
ZINC00001112	305.374	1.71	9.19	-84.93	3	5	94	0	7	c1cc(ccc1CCC(=O)[O-])OC(=O)C2CCC(CC2)C[NH3+]
ZINC00001116	221.651	2.10	8.37	-6.19	3	5	77	0	2	c1cc(ccc1Nc2ncnc(n2)N)Cl
ZINC00001121	315.802	2.87	2.04	-51.74	1	5	82	-1	4	c1cc(ccc1S(=O)(=O)/N=C(/NC2CCCCC2)\[O-])Cl
ZINC00001122	168.623	2.95	4.03	-3.76	1	1	20	0	0	c1cc(c2c(c1O)CCC2)Cl
ZINC00001128	297.855	3.27	0.91	-99.93	2	3	21	2	6	C[NH+](C)CCN(Cc1ccc(s1)Cl)c2cccc[nH+]2
ZINC00001130	184.666	3.95	4.76	-3.1	1	1	20	0	1	Cc1cc(c(cc1Cl)C(C)C)O
ZINC00001131	214.051	3.21	3.07	-6.02	1	2	33	0	0	c1cc2c(cc(c(c2nc1)O)Cl)Cl
ZINC00001132	156.612	2.89	3.32	-3.52	1	1	20	0	0	Cc1cc(cc(c1Cl)C)O
ZINC00001145	206.265	2.86	7.29	-56.87	0	3	45	-1	1	Cc1cc(n(c(=O)c1)[O-])C2CCCCC2
ZINC00001146	219.26	2.36	5.46	-53.23	1	3	60	-1	2	c1ccc(cc1)[C@]2(CCCC[C@@H]2C(=O)[O-])O
ZINC00001147	167.228	2.91	1.07	-51.91	0	2	40	-1	2	C/C(=C/C(=O)[O-])/C1CCCCC1
ZINC00001148	280.391	3.86	11.17	-40.89	1	2	14	1	3	C[NH+](C)CC/C=C\1/c2ccccc2COc3c1cccc3
ZINC00001150	329.291	4.61	-1.38	-35.54	3	2	36	1	3	CC(C)[NH2+][C@H]1C2CCC([C@@]1(c3ccc(c(c3)Cl)Cl)O)CC2
ZINC00001153	295.406	3.03	7.04	-43.46	2	3	38	1	3	C=C[C@@H]1C[NH+]2CC[C@H]1C[C@@H]2[C@@H](c3ccnc4c3cccc4)O
ZINC00001154	295.406	3.03	7.04	-42.75	2	3	38	1	3	C=C[C@@H]1C[NH+]2CC[C@H]1C[C@H]2[C@H](c3ccnc4c3cccc4)O
ZINC00001155	277.323	4.27	1.9	-8.06	0	3	39	0	4	CCOC(=O)c1cc(nc2c1cccc2)c3ccccc3
ZINC00001160	217.292	1.87	5.62	-31.26	2	3	35	1	4	c1ccc(c(c1)C2CC2)OCC3=[NH+]CCN3
ZINC00001161	203.309	2.15	6.36	-38.34	2	2	16	1	0	Cc1ccc2c(c1)[C@@H]3C[NH+](CC[C@H]3N2)C
ZINC00001162	235.286	2.57	5.99	-9.39	2	2	43	0	1	c1ccc2c(c1)C=Cc3ccccc3C2C(=O)N
ZINC00001169	198.154	-2.42	-3.51	-52.72	1	6	90	-1	2	C1[C@@H]2N(C1=O)[C@@H](/C(=C/CO)/O2)C(=O)[O-]
ZINC00001171	344.906	4.67	12.97	-34.95	1	2	14	1	6	C[C@](c1ccccc1)(c2ccc(cc2)Cl)OCC[C@@H]3CCC[NH+]3C
ZINC00001175	300.745	2.55	8.27	-11.32	0	4	41	0	1	CN1c2ccc(cc2N(C(=O)CC1=O)c3ccccc3)Cl
ZINC00001177	260.788	4.26	10.12	-31.89	2	1	17	1	5	C[C@@H](Cc1ccccc1)[NH2+]Cc2ccccc2Cl
ZINC00001178	326.577	4.78	-1.71	-8.24	2	3	49	0	2	c1cc(ccc1NC(=O)c2cc(ccc2O)Br)Cl
ZINC00001182	330.839	3.44	2.53	-44.62	1	4	31	1	5	C[NH+](C)CCCn1c2ccc(cc2n(c1=O)c3ccccc3)Cl
ZINC00001187	213.64	2.73	6.68	-42.53	0	3	49	-1	3	CC(C)(C(=O)[O-])Oc1ccc(cc1)Cl
ZINC00001194	231.106	2.61	5.83	-25.03	3	3	38	1	2	c1cc(c(c(c1)Cl)NC2=[NH+]CCN2)Cl
ZINC00001195	261.688	3.59	8.98	-46.48	1	4	65	-1	3	Cc1c(cccc1Cl)Nc2c(cccn2)C(=O)[O-]
ZINC00001198	262.716	2.67	10.32	-49.33	0	3	45	-1	3	Cc1cc(c(n1c2ccc(cc2)Cl)C)CC(=O)[O-]
ZINC00001199	328.821	2.14	3.34	-17.54	2	5	80	0	2	c1c2c(cc(c1Cl)S(=O)(=O)N)C(=O)N(C2)C3CCCCC3
ZINC00001203	319.191	4.67	1.85	-11.79	0	3	34	0	2	CCc1nc2ccccc2c(=O)n1c3c(cccc3Cl)Cl
ZINC00001204	184.69	2.97	5.09	-30.28	3	1	28	1	2	CC(C)(Cc1ccccc1Cl)[NH3+]
ZINC00001207	318.829	3.27	-1.73	-8.63	0	3	32	0	2	CCc1cc2c(s1)N(C(=O)CN=C2c3ccccc3Cl)C
ZINC00001209	179.606	2.61	2.52	-6.87	1	2	33	0	0	c1cc2c(ccc(c2nc1)O)Cl
ZINC00001212	304.366	2.87	9.75	-41.49	1	5	57	1	5	C[NH+]1[C@H]2CC[C@@H]1[C@@H]([C@@H](C2)OC(=O)c3ccccc3)C(=O)OC
ZINC00001214	338.285	3.84	1.2	-11.92	3	5	81	0	7	c1ccc(c(c1)C(=O)OCC(=O)N)Nc2cccc(c2)C(F)(F)F
ZINC00001216	220.248	-2.36	4.56	-34.34	0	4	31	1	1	C[N+]1=Cc2c(cc3c(c2OC)OCO3)CC1
ZINC00001217	176.219	0.41	4.17	-10.68	0	3	33	0	1	CN1[C@H](CCC1=O)c2cccnc2
ZINC00001220	167.208	0.35	3.73	-18.58	1	3	42	0	2	CCc1c(c(=O)ccn1CC)O
ZINC00001221	193.178	1.83	7.19	-56.73	0	4	66	-1	3	Cc1cccc(c1OC(=O)C)C(=O)[O-]
ZINC00001223	310.784	4.22	2.99	-8.42	0	3	27	0	5	C=C(c1ccccc1OCc2cccc(c2)Cl)n3ccnc3
ZINC00001224	286.331	1.41	5.2	-12.86	1	5	74	0	1	CC1([C@H]([C@@H](c2cc(ccc2O1)C#N)N3CCCC3=O)O)C
ZINC00001227	272.412	3.79	0.27	-36.62	2	2	24	1	2	C[C@@H]1[C@H]2Cc3ccc(cc3[C@@]1(CC[NH+]2CC4CC4)C)O
ZINC00001228	299.825	3.64	11.23	-39.2	1	2	17	1	2	C[NH+]1CCC(=C(c2ccc(cc2)Cl)c3ccccn3)CC1
ZINC00001233	252.729	0.90	6.82	-27.98	5	5	82	1	1	CC1([NH+]=C(N=C(N1c2ccc(cc2)Cl)N)N)C
ZINC00001236	237.302	2.36	6.18	-10.57	2	2	43	0	1	c1ccc2c(c1)CCc3ccccc3C2C(=O)N
ZINC00001239	166.188	-0.13	5.01	-6.77	5	6	103	0	2	C1CC1Nc2nc(nc(n2)N)N
ZINC00001240	295.43	3.97	-0.13	-90.74	3	3	30	2	6	CC[NH+](CC)CCNc1cc[nH+]c2c1cc3ccccc3c2
ZINC00001242	164.172	-0.31	4.3	-8.92	4	6	95	0	0	Cc1cc2nc(nc(n2n1)N)N
ZINC00001246	326.468	2.45	0.3	-50.7	1	5	38	1	4	Cc1ccccc1N2CC[NH+](CC2)CCc3nnc4n3CCCC4
ZINC00001249	282.323	1.54	1.81	-49.86	0	5	62	-1	5	Cc1c(c2ccccc2n1CCC(=O)[O-])Cn3ccnc3
ZINC00001258	268.356	3.07	-0.26	-7.59	1	2	37	0	0	C[C@@]12CCC3=C([C@H]1CCC2=O)CCc4c3ccc(c4)O
ZINC00001261	311.836	3.53	10	-42.36	2	2	29	1	0	c1cc2c(nc1)C(=C3CC[NH2+]CC3)c4ccc(cc4CC2)Cl
ZINC00001264	153.181	0.56	-1.32	-7.79	2	3	53	0	1	Cc1c(cnc(c1O)C)CO
ZINC00001266	260.144	3.19	-2.62	-26.83	2	3	35	1	3	C[C@@H](C1=[NH+]CCN1)Oc2c(cccc2Cl)Cl
ZINC00001267	234.319	2.28	7.35	-38.6	2	3	43	1	4	COC(=O)[C@H](c1ccccc1)[C@@H]2CCCC[NH2+]2
ZINC00001268	274.384	3.39	3.7	-31.5	1	3	30	1	5	CCOC(=O)[C@]1(CCC=C[C@@H]1[NH+](C)C)c2ccccc2
ZINC00001270	193.202	0.71	4.63	-13.21	1	4	55	0	3	CC(=O)Nc1ccc(cc1)OC(=O)C
ZINC00001271	294.444	3.41	8.86	-39.84	1	4	30	1	7	CC[NH+](CC)CCOc1ccc2c(c1)sc(n2)N(C)C
ZINC00001272	262.718	0.80	-0.47	-16.31	2	5	75	0	3	CNC(=O)c1ccc(c(c1)S(=O)(=O)NC)Cl
ZINC00001275	296.394	2.99	10.23	-36.62	1	4	31	1	3	CN1c2ccccc2C(=O)N(c3c1cccc3)CC[NH+](C)C
ZINC00001276	294.93	2.56	-4.14	-7.93	3	3	63	0	1	c1c(cc(c(c1C(=O)N)O)Br)Br
ZINC00001280	191.057	3.76	3.79	-3.39	1	1	20	0	0	Cc1cc(c(c(c1Cl)C)Cl)O
ZINC00001281	295.145	4.57	8.81	-48.12	1	3	52	-1	4	c1ccc(c(c1)CC(=O)[O-])Nc2c(cccc2Cl)Cl
ZINC00001282	282.106	3.81	0.41	-51.36	1	4	65	-1	3	c1cc(c(c(c1)Cl)Cl)Nc2c(cccn2)C(=O)[O-]
ZINC00001283	266.34	3.82	5.95	-5.56	2	2	40	0	3	C/C=C(/C(=C/C)/c1ccc(cc1)O)\c2ccc(cc2)O
ZINC00001287	222.24	2.31	7.97	-13.04	0	4	53	0	6	CCOC(=O)c1ccccc1C(=O)OCC
ZINC00001288	200.306	0.88	5.6	-43.62	1	4	28	1	2	CCN(CC)C(=O)N1CC[NH+](CC1)C
ZINC00001290	268.356	4.30	6.1	-5.38	2	2	40	0	4	CC/C(=C(/CC)\c1ccc(cc1)O)/c2ccc(cc2)O
ZINC00001291	191.274	2.08	6.93	-8.5	0	2	20	0	3	CCN(CC)C(=O)c1cccc(c1)C
ZINC00001293	288.35	3.82	10.3	-15.64	1	3	42	0	4	c1ccc(cc1)c2ccc(cc2)CC(=O)Nc3ccccn3
ZINC00001303	221.232	1.83	1.52	-55.32	0	4	58	-1	4	C/C(=C/C(=O)[O-])/c1ccc(cc1OC)OC
ZINC00001306	240.302	3.30	4.84	-5.63	2	2	40	0	2	C/C(=C(/C)\c1ccc(cc1)O)/c2ccc(cc2)O
ZINC00001310	227.267	1.34	2.55	-11.02	5	4	81	0	2	c1ccc(c(c1)N)NC(=O)c2ccc(cc2)N
ZINC00001314	227.263	2.90	5.24	-9.55	2	3	52	0	4	c1ccc(cc1)Cc2ccc(cc2)OC(=O)N
ZINC00001315	336.455	4.16	2.66	-37.41	1	3	30	1	5	C[NH+]1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(c3ccccc3)c4ccccc4
ZINC00001316	237.187	0.74	7.97	-61.4	0	6	93	-1	5	CC(=O)Oc1cccc(c1OC(=O)C)C(=O)[O-]
ZINC00001318	223.069	3.64	4.49	-5.61	1	1	20	0	0	c1ccc2c(c1)ccc(c2Br)O
ZINC00001322	226.231	3.48	2.85	-10.96	3	3	61	0	0	c1cc2cc3cccc(c3c(c2c(c1)O)O)O
ZINC00001323	255.383	3.46	6.39	-8.1	0	3	37	0	6	CCCN(CCC)S(=O)(=O)c1ccc(cc1)C
ZINC00001325	295.342	3.53	1.57	-11.95	0	5	56	0	4	CCc1c(n2cc(nc2nc1OC)C(=O)c3ccccc3)C
ZINC00001329	296.459	4.23	2	-39.4	1	1	4	1	3	C[NH+](C)CC/C=C\1/c2ccccc2CSc3c1cccc3
ZINC00001331	280.391	3.86	11.13	-37.52	1	2	14	1	3	C[NH+](C)CC/C=C/1\c2ccccc2COc3c1cccc3
ZINC00001332	246.194	-0.67	-2.95	-11.22	3	7	105	0	1	C[C@H]1[C@@H]([C@@H]([C@H](O1)n2cc(c(=O)[nH]c2=O)F)O)O
ZINC00001336	225.251	3.21	4.63	-11.8	1	4	51	0	1	Cc1ccc(c(c1)n2nc3ccccc3n2)O
ZINC00001337	258.253	0.82	1.06	-73.09	0	5	71	-1	2	CCn1cc(c(=O)c2c1cc3c(c2)OCC3)C(=O)[O-]
ZINC00001342	324.332	4.01	10.14	-13.5	0	5	66	0	6	CCOC(=O)COc1ccc2c(=O)cc(oc2c1)c3ccccc3
ZINC00001346	301.174	4.13	-0.42	-48.27	1	3	52	-1	4	c1cc(c(c(c1)Cl)Nc2cscc2CC(=O)[O-])Cl
ZINC00001347	221.28	1.02	4.17	-42.63	2	4	38	1	1	c1cc(c2c(c1)OCCO2)N3CC[NH2+]CC3
ZINC00001349	239.275	0.38	0.48	-10.38	0	6	56	0	3	CCOc1c(cnn(c1=O)C)N2CCOCC2
ZINC00001355	240.282	3.64	-0.21	-51.11	1	3	52	-1	5	c1ccc(cc1)CCNc2ccccc2C(=O)[O-]
ZINC00001360	298.338	2.23	-1.39	-15.71	2	4	66	0	4	c1cc(cc(c1)O)C[C@@H]2COC(=O)[C@H]2Cc3cccc(c3)O
ZINC00001370	294.745	2.20	9.32	-11.16	0	4	43	0	1	c1ccc(cc1)C2=NCc3nncn3-c4c2cc(cc4)Cl
ZINC00001377	280.352	0.84	1.99	-45.92	1	7	66	1	5	CC[NH+](CC)CCn1cnc2c1c(=O)n(c(=O)n2C)C
ZINC00001378	264.328	3.49	1.94	-10.21	0	3	34	0	2	CCc1ccccc1n2c(nc3ccccc3c2=O)C
ZINC00001380	256.303	1.91	4.78	-48.25	0	5	78	-1	5	CCN(CC)S(=O)(=O)c1ccc(cc1)C(=O)[O-]
ZINC00001384	165.192	1.69	2.79	-11.76	2	3	52	0	3	CCOc1ccccc1C(=O)N
ZINC00001385	167.208	1.71	-1.22	-7.55	2	3	52	0	2	C#CC1(CCCCC1)OC(=O)N
ZINC00001387	237.255	1.77	5.04	-13.67	1	5	65	0	5	CCOc1cc(ccc1C(=O)OC)NC(=O)C
ZINC00001392	166.176	2.01	3.23	-6.55	1	3	47	0	3	CCOC(=O)c1ccc(cc1)O
ZINC00001395	341.859	3.14	5.64	-39.12	3	5	63	1	6	CCc1cc(c(c(c1O)C(=O)NC[C@@H]2CCC[NH+]2CC)OC)Cl
ZINC00001402	342.855	3.03	9.77	-12.84	0	4	43	0	2	CCc1cc2c(s1)-n3c(nnc3CN=C2c4ccccc4Cl)C
ZINC00001408	244.294	2.40	9.09	-7.82	0	4	44	0	5	CCOC(=O)c1cncn1[C@H](C)c2ccccc2
